logits,hallucination_scores
[-1.790938    0.94956684 -1.6117237 ],0.30542275
[-3.2177236   0.48332536  2.3760128 ],0.31798482
[ 0.0616936  -0.10799088 -1.7174889 ],0.88001025
[-0.10836702  0.17524087 -1.3517946 ],0.8720704
[-1.8674669 -4.2804646  5.220721 ],0.0040175626
[ 3.4284353  -4.3579125  -0.13352536],0.08663067
[ 0.6259703 -2.3314815  1.0966431],0.7279365
[-2.4673512   0.18125716  2.1240802 ],0.3217028
[ 1.6055366 -2.6571274 -1.1559204],0.1980027
[-0.6052228   0.48986998 -1.786     ],0.6236162
[-0.6496575 -1.8704826  2.3126602],0.17744868
[ 0.8288509  -1.9924332  -0.98194426],0.4223023
[-2.5824099  1.1394131 -0.4435107],0.42451537
[-0.3922548 -2.8778706  1.3063282],0.38349086
[ 1.4701414  2.0042179 -4.119925 ],0.6739357
[ 0.1970171  2.0485253 -2.7237487],0.3372035
[-0.37909257 -3.4891407   3.9273467 ],0.04775519
[ 1.5877292 -1.501218  -1.3943733],0.22984067
[-1.4405458   1.1234765   0.08668578],0.6175432
[ 0.2629764 -0.9942837 -0.6240949],0.7612277
[ 3.0961626 -2.4390705 -2.493982 ],0.028274423
[ 0.18520063 -0.37547812 -2.0117717 ],0.76183224
[ 0.44876444 -3.1306703   1.6966959 ],0.48191163
[ 2.1586263  0.7213409 -4.5695887],0.4180516
[-0.08067586  3.109138   -4.5814867 ],0.11702684
[-2.802899   -0.45530108  2.5777419 ],0.14501274
[ 1.939135  -2.9831848  0.2559159],0.37197313
[-0.65655524  1.7395502  -3.0490353 ],0.23643214
[-1.3167543 -3.9487827  4.738199 ],0.010404463
[ 2.1514702 -1.8890327 -1.3076003],0.1379987
[-1.1173301  1.0436536 -1.0339106],0.4322238
[-3.2458036 -2.238458   5.4272957],0.002871359
[-0.70457894  0.75207305 -0.27838117],0.71126133
[-3.0595675   1.4026393   0.50589067],0.58463347
[-2.461939   -0.34491763  2.6699557 ],0.1503164
[ 0.06169016 -1.4243972  -1.9352334 ],0.5595212
[-1.7672787   0.29998788 -2.0260298 ],0.41698056
[-3.7719555 -2.3513527  3.7733877],0.011295828
[ 0.38417387 -0.3261685  -0.82858497],0.8032563
[-2.5576973   3.056991   -0.50915784],0.09670009
[-4.019064   -0.17678022  5.4866796 ],0.014064395
[ 0.21284376 -1.091212   -0.11326535],0.8788222
[-0.45986044  0.7377485  -1.8537527 ],0.57573086
[-0.7690375 -2.7749333  2.5954976],0.11469433
[ 0.8026494   0.61826015 -2.9336126 ],0.79550993
[-1.567845   1.9320443 -2.3601801],0.1264846
[-0.3142016 -2.6606286  1.6124549],0.33238104
[ 0.30449733 -1.2438779  -0.31082845],0.79633915
[ 0.12895626  1.0800052  -2.6504107 ],0.58636916
[-1.2565371 -2.1578152  1.5869336],0.20727547
[ 2.1104226 -1.9022436 -2.0531223],0.10031401
[-1.4507127  2.1578786 -2.3028653],0.114099175
[ 0.48741356 -3.6870532   1.6241841 ],0.5063974
[ 1.801417  -1.3673729 -1.8232636],0.17978245
[ 0.7717893   0.51273537 -3.0033    ],0.7753433
[-2.3634603 -1.5428897  2.4670131],0.08241696
[ 2.0214634 -0.5615876 -2.741253 ],0.20919797
[ 2.0398152 -0.6052458 -2.0862858],0.2171077
[-1.0083752 -2.7393253  3.001205 ],0.069337144
[ 2.3414507 -1.8132467 -1.6291617],0.10267437
[-0.41165558  0.83766365 -1.375408  ],0.5920817
[-0.50296915 -1.6282386   0.5871818 ],0.6295267
[ 2.163816  -2.3948495 -1.4300549],0.11253303
[-0.5431379  1.7457738 -2.748811 ],0.2599955
[ 1.1243917  -3.6035159   0.96395725],0.78650326
[ 1.3593028  0.0644529 -2.3893397],0.49409023
[-0.13970107  1.2890203  -1.5510212 ],0.504012
[-0.5793552 -2.0593116  1.5902725],0.30797276
[ 0.94664764  0.05383376 -1.930905  ],0.6364403
[-0.66215855  1.2346987  -1.418884  ],0.41818208
[-1.3489059 -0.3194928  1.4931269],0.42047814
[ 1.7450044 -1.6518755 -2.0554004],0.15247825
[ 0.28246    -0.39735904 -2.0385718 ],0.72399676
[-0.36861005 -1.3514562   0.10073347],0.8367597
[ 1.6237177  -0.75380504 -1.6008447 ],0.29618996
[ 1.7670677  -0.35890514 -2.645162  ],0.29045135
[-0.553916 -3.062189  3.000018],0.09364229
[ 1.4346359 -0.7654946 -1.9838126],0.31372482
[-0.9927321  1.5084611 -1.8683026],0.2692792
[-3.5015738 -1.0784603  3.449475 ],0.04120876
[ 1.7255548  -2.0984955  -0.16730955],0.35321513
[ 1.0095143  -0.01778949 -2.302807  ],0.5805224
[-0.08778484 -4.817046    4.8985763 ],0.02532917
[ 1.4295331 -1.4400805 -2.0820544],0.21564016
[ 0.05355967  0.22888133 -1.9150859 ],0.85714185
[-1.4923289 -1.3650597  1.9972942],0.17068017
[ 0.71161324 -0.38123754 -1.4021242 ],0.63710344
[-0.43235326  0.4435309  -0.8850971 ],0.75705516
[-2.935933   0.8903389  0.8441547],0.8281675
[-0.4639675  1.7389416 -2.6675653],0.27682287
[-1.4322859  2.423088  -2.1203876],0.09699666
[-1.923521  -2.641317   3.6695366],0.021464055
[ 2.078964  -1.3237154 -2.881035 ],0.11789223
[-0.5353788  0.5571147 -1.7059534],0.6252339
[-1.5004297 -1.540033   1.6262538],0.21060538
[ 2.078792  -1.4964601 -2.1481469],0.12328364
[-0.16208597  1.5566632  -2.731437  ],0.3762922
[-1.3597074 -1.8715258  2.9088192],0.072104186
[ 0.34925497  1.3221098  -2.584876  ],0.57535636
[-2.2974794  4.5039415 -3.404564 ],0.006445681
[-2.4173105 -1.0958977  2.700188 ],0.08857775
[ 2.0420423 -0.8972373 -2.075398 ],0.18209587
[-1.7887732  1.010703  -0.1205572],0.57903194
[-2.7377322 -1.1914763  4.014046 ],0.025259007
[ 0.4514161  -0.76890135 -1.5943867 ],0.6131973
[-0.8651875   0.21170978 -1.4362473 ],0.6825508
[ 0.55078936 -1.6956929  -0.15808362],0.7215701
[ 0.99349916 -1.6171955  -1.014947  ],0.40122697
[-3.195189    1.4482633   0.57691085],0.5889485
[-1.3443722 -3.4872568  3.7824106],0.02502803
[ 0.01496122  0.33958322 -1.4603721 ],0.84427357
[-1.029706   1.8998224 -1.9759214],0.19213453
[-1.0620999  -0.66025126  0.91406566],0.54349697
[ 2.5071297 -3.1708467  0.204879 ],0.23985104
[-0.4622808  1.3838516 -2.1984386],0.37237853
[-1.27381   -5.1499453  5.398492 ],0.0055473503
[ 1.3852215   0.80927336 -3.3909156 ],0.67161953
[-1.1706744  3.0304143 -3.3604152],0.05579238
[-1.0215049 -2.7765188  4.707656 ],0.015321829
[ 1.1023084 -0.8983635 -1.3066633],0.4204166
[-0.49409914  0.77721596 -1.4135847 ],0.5888833
[-2.2995327 -1.0808985  2.4573581],0.11178194
[ 1.002161  -1.7531632 -1.2009842],0.3563509
[-2.0053234  3.3176706 -2.5981917],0.028280044
[-1.6425811 -5.2919607  6.446963 ],0.0013420788
[ 2.3723774  -2.6731157  -0.55601925],0.16098446
[-1.8116512  2.8282425 -1.7966447],0.06313075
[-1.1623927 -2.663977   3.7110775],0.034091294
[ 0.74158293 -2.2515438  -0.5618134 ],0.5249653
[-2.5998836   0.66167843  0.44747388],0.8002107
[-1.810895  -2.0442073  3.9563165],0.021509402
[ 0.32867083 -0.6022148  -0.6690117 ],0.7760564
[-1.2883221  2.1049967 -1.9069381],0.1440433
[ 0.36553216 -2.0323284   0.9584503 ],0.7110152
[ 0.06728963  1.3308814  -3.3923247 ],0.47931382
[-1.8911961  1.5094906 -1.2861656],0.23011781
[-1.4754688   0.43918803 -0.8472431 ],0.6104371
[ 0.8389399  -0.36494002 -0.46583584],0.6901259
[ 0.40789285 -1.0112944   0.99281806],0.7688881
[-0.97653115 -0.75034404  1.4601821 ],0.38307258
[ 1.4274853 -1.194759  -1.0682653],0.3244332
[ 0.03675656  0.81375015 -1.1446083 ],0.7256367
[ 1.0153121 -4.346575   4.817645 ],0.06993038
[ 1.5059817e+00 -9.5591879e-01  5.9575378e-04],0.5137119
[-0.7675885   1.7522582  -0.78597325],0.329023
[-1.5807647  -0.32787877  2.8290818 ],0.15125792
[ 1.6970115 -1.296006  -1.7486955],0.20610039
[-0.76223624  2.3265374  -3.522845  ],0.13454655
[-3.3008988 -1.5571579  5.202892 ],0.005942503
[-0.46424195  1.2498872  -1.5595291 ],0.4428714
[-0.04720582 -0.48838684 -0.5985535 ],0.90600187
[-0.37857595 -2.0643256   1.186618  ],0.44903618
[ 3.9046817  -3.8990061  -0.80345905],0.033732675
[-0.25483093  1.3855506  -2.6991482 ],0.3994677
[-2.806371  -1.1868591  3.8190796],0.029778639
[ 2.3143466 -2.8717403  0.8278639],0.41561842
[-3.9786792  3.4966877  0.6120309],0.14920366
[ 1.2179576  -0.72950625  0.2681433 ],0.68498015
[ 1.0426041  -0.51766884 -1.3623723 ],0.5064827
[ 2.8048918  -0.89642274 -2.939831  ],0.0864643
[-2.6929412 -2.5775738  4.1757073],0.009230573
[ 1.7402639 -2.31695   -1.5927739],0.14713624
[-1.6669993   0.2326151   0.28649276],0.89440393
[-0.24571642 -2.0266206   1.2547765 ],0.4625103
[-0.13286261  0.05624329 -0.5538045 ],0.95044285
[ 0.02645398  0.68821657 -1.1747818 ],0.7607164
[-0.91481143  0.06535819  1.0070851 ],0.6890438
[ 2.88921   -3.076346  -1.4932525],0.051534697
[-0.5772257   0.48790687 -1.4059795 ],0.66248864
[-4.247694  -1.9560189  6.400678 ],0.0010888018
[ 0.8366097  -1.9966332  -0.49052435],0.5285577
[ 0.3871652  -0.42179158 -2.708628  ],0.6484007
[ 1.0937524 -4.050448   2.441786 ],0.4420266
[ 0.11434248 -1.7906028   0.36995992],0.8377477
[-0.38471448  1.3553507  -2.3265448 ],0.39071333
[ 1.0901918 -1.0452769 -1.8946602],0.35065553
[ 0.8911785  -0.20750129 -2.8214545 ],0.5467938
[-1.1099075  -0.07086752 -1.365395  ],0.72531974
[-3.1297243 -1.8835057  3.7518368],0.018190656
[ 2.799045  -1.0891211 -4.5849934],0.06716276
[ 0.21019962  1.3172917  -3.323011  ],0.5229436
[ 0.21138734 -2.2386935   0.99724054],0.64881116
[-0.21151827  0.02647442 -0.06438802],0.98199296
[-3.0582721  3.4685137 -1.2614484],0.03696916
[ 0.09390009 -2.4949057   2.2778385 ],0.2722959
[ 1.3840585  -0.00971652 -0.9990514 ],0.5449612
[-2.261706   1.1782495  0.8789462],0.77315325
[-1.0524101   1.1924577  -0.05885013],0.5889789
[ 1.9825743  -0.16136508 -2.8752863 ],0.27799252
[ 0.461282   1.7896043 -2.47017  ],0.47124255
[-1.0432876  1.0637861 -0.7563217],0.48257625
[ 1.4154721  -0.49655363 -2.151881  ],0.35968652
[-1.4765748   0.0631692  -0.49263698],0.8105667
[-0.66242445 -1.9687287   1.0921241 ],0.41813037
[ 1.8430289 -2.2490132 -1.6534613],0.13338995
[-0.41434154 -0.12610134 -0.8761744 ],0.9240099
[-2.8329701 -1.1072208  3.6007395],0.038057707
[ 0.3558371   0.63075554 -3.1723516 ],0.7705681
[-1.077343   2.1558614 -2.1189091],0.1482763
[-2.5855045 -3.1618986  5.573823 ],0.001987289
[ 1.6299623 -1.3440102 -3.185317 ],0.16011882
[-1.6969733   0.64466727 -1.3800216 ],0.42265767
[-0.36960742 -0.9683484  -1.0778931 ],0.86585
[ 2.8246837 -1.5931803 -2.6714432],0.054892782
[-0.3063668  1.2948965 -2.9688587],0.40380704
[-1.0672717 -3.613622   3.5418828],0.038026784
[ 1.4450428   0.32004973 -5.009049  ],0.50267965
[-0.46487954 -0.16816957 -2.0394115 ],0.8459246
[ 1.2142806  -3.4979715  -0.35220876],0.40277362
[ 1.4394066 -2.0566847 -1.803883 ],0.18000245
[-0.8612462  0.1965313 -1.7408957],0.6603645
[-3.0133088  1.6263845 -1.2241195],0.17759028
[ 0.06409322 -0.32867151 -1.9380716 ],0.8151505
[ 0.05833968  0.8759626  -2.7982683 ],0.62492985
[-2.5143797 -1.9740112  2.5190423],0.059074864
[ 0.8738476  -0.14314906 -0.81625366],0.69205
[ 0.18435153  0.6652303  -0.75257003],0.8368437
[-0.16028434  0.08689719 -1.2215894 ],0.89504385
[ 1.1591626 -0.6301043 -2.1998494],0.39452705
[-0.46663648  0.88584554 -2.4568763 ],0.49533197
[-1.350474  -1.6788968  1.7118481],0.20238376
[ 0.95801437 -0.6464077  -1.9318169 ],0.4609723
[-1.077172   0.9884292 -1.3115541],0.41983896
[-2.2364597 -1.5861921  3.388623 ],0.0377391
[ 1.8004076 -2.0139816  0.5898082],0.51385677
[ 0.3796364 -0.2321625 -0.2846305],0.8662417
[-2.0448017 -3.814987   5.7584224],0.0021303901
[ 4.057986  -2.8368423 -2.4490826],0.01043636
[-0.22515102  1.0774906  -2.7245727 ],0.4903487
[-2.61401   -1.9453582  2.8876011],0.042474005
[ 0.9385216 -2.7467132  1.0671797],0.80801666
[ 0.38404137  1.4729844  -2.8963695 ],0.5327443
[-1.6985114 -4.596475   5.651441 ],0.002999413
[ 1.4433273  -0.35332373 -2.2112155 ],0.37968147
[ 0.3185738  2.0461307 -3.8387666],0.3518179
[-2.9649656  -0.11432546  2.1306198 ],0.25630194
[ 2.6480155 -1.6277722 -1.6370183],0.08487641
[ 1.2571881  1.3776524 -2.4156792],0.8104842
[ 0.3582482 -4.8061614  4.6213446],0.047337666
[ 0.44819152 -1.3971896  -1.588876  ],0.4853328
[ 0.6822638  0.5791489 -4.5392733],0.7972269
[ 1.0642375 -4.320066   1.7850103],0.619915
[ 0.05634798 -1.4013023  -1.5817823 ],0.6028443
[-1.0832399  1.687149  -3.877157 ],0.17278318
[-2.5706208 -4.2595334  5.9275   ],0.0010118625
[ 2.8941588  -3.5968897   0.05858945],0.15813646
[-1.8905175   1.7740408  -0.21585602],0.3402686
[-1.5744753 -1.4172941  1.6494244],0.21231636
[ 1.3499446 -1.0300522 -1.8887297],0.29496354
[-1.5084249  1.4354117 -1.4072512],0.25526237
[-3.2886996 -1.3476101  4.5584793],0.012735029
[ 0.6380883  1.5827026 -3.781108 ],0.5598879
[-1.8919438  1.7186954 -0.8715936],0.24492903
[-2.7894602 -1.2164177  3.285063 ],0.046580255
[ 0.67963326 -0.3588004  -1.5026109 ],0.6446271
[-1.1831663  2.7696202 -3.1791928],0.070360705
[-0.7932779 -3.819819   4.9101224],0.013981681
[-0.01304141  1.0298107  -1.2003068 ],0.6398237
[ 0.43830264  1.2640707  -2.0284889 ],0.6357245
[-2.0651183   0.47998542 -0.2386675 ],0.7003411
[ 3.1034849 -3.7677326 -1.1446358],0.051662143
[-0.15933208  1.5114994  -3.498023  ],0.3735699
[-1.9297696 -0.88297    1.355316 ],0.31459522
[ 1.0942198   0.04894727 -1.3069952 ],0.62653184
[-0.49720305  1.9546435  -1.7477499 ],0.2602695
[-1.2616771 -4.863327   6.358947 ],0.002210845
[ 2.4594214 -1.141607  -2.280467 ],0.10782832
[ 0.50475276  0.6177697  -2.352864  ],0.83455086
[-1.6636875 -4.8049     5.7207623],0.0028597545
[ 0.8462358  -0.27775612 -2.8676026 ],0.53998065
[-0.43819287  0.41581142 -2.5124195 ],0.6441519
[-2.6448233 -0.9125979  2.1130238],0.15584198
[ 1.2267593 -0.7518443 -3.025248 ],0.32256022
[-0.3487256  1.2906016 -3.1106498],0.39170468
[-1.2691219 -0.7575121  1.7993146],0.28080988
[ 2.1157863  -3.967609   -0.20106141],0.23432457
[-1.1247696  -0.65725803 -0.57026947],0.97162676
[-3.8819933 -1.6727434  4.144773 ],0.013391832
[ 0.85182905 -2.3245482   0.12070569],0.6660645
[-1.6061455   0.8864294  -0.26089418],0.59489596
[-3.0138438 -3.3561838  5.1811013],0.0020962225
[ 1.54546    -0.46984026 -2.3076804 ],0.32801443
[ 0.6921475 -0.0435197 -1.5495372],0.71517193
[-2.660724  -1.68459    4.6157613],0.010581739
[ 0.41655254 -0.83174217 -1.2856306 ],0.63961583
[ 0.08609024  0.86873794 -2.5693557 ],0.6421881
[-0.26584792 -0.06848867 -1.883475  ],0.8717302
[ 2.4087832 -1.5877239 -1.9331815],0.095306404
[-2.2045245  2.7647014 -2.3063455],0.045480974
[-1.5735353   0.92037976 -0.66689926],0.49339274
[ 1.8314002   0.42177606 -2.8008447 ],0.44291145
[ 0.22981979  0.11521264 -1.3298393 ],0.9056096
[-0.7954954 -2.7241526  3.995415 ],0.03446289
[ 1.0729083  -0.8052635  -0.45136502],0.5637216
[-1.61049     1.3029569  -0.35552418],0.4476884
[ 0.31053782 -2.3938851   2.1243033 ],0.3501672
[ 1.5375589  -1.6759559  -0.67396414],0.3231988
[ 0.5221712  -0.03545178 -1.9873006 ],0.74386007
[-1.69476  -1.272911  1.788941],0.19716477
[ 1.6359826  -4.11941     0.90549487],0.618827
[-1.1523013  -0.31541303 -0.37831804],0.96133304
[ 0.14413771 -1.6156492   0.92323935],0.6850777
[ 2.8932629 -3.2932868 -0.8256553],0.081875816
[-1.5932785  1.8229468 -1.768988 ],0.1610555
[-1.7664558 -4.125415   5.3470364],0.0039398624
[ 0.25168633 -1.1054147  -1.2379293 ],0.6392624
[-2.9403949  2.5445626 -1.6290959],0.06453891
[-1.9413894 -2.2101562  1.3989941],0.16602293
[ 2.0602531   0.41709182 -2.7880197 ],0.38238287
[ 0.6316446   0.90597856 -2.8708892 ],0.77129346
[-0.13220519 -0.95017743  0.8518191 ],0.6894686
[ 0.88425946 -0.08259065 -1.982671  ],0.6175506
[-0.83155435  1.2924521  -1.9803582 ],0.3347249
[-1.7478768 -2.9298759  3.7032266],0.021733876
[ 2.9943488 -3.5833452 -1.3533286],0.04900003
[ 0.5959303   0.16299902 -2.821828  ],0.738412
[-0.26966685 -2.4455147   1.4075466 ],0.39832914
[ 0.42429486 -1.9607975   0.10862468],0.81109667
[-1.4147443   0.87955713 -0.46869493],0.56257635
[-0.9044049  -0.5736532  -0.07926106],0.87857693
[ 2.89628   -2.729514  -0.5531047],0.10508914
[ 0.4108675  0.7599093 -1.952636 ],0.7867522
[-0.0151701 -5.9662023  5.7981167],0.011988858
[ 1.3193955  -0.22938354 -1.5887109 ],0.4721798
[-0.06298419  0.87588596 -1.1215897 ],0.6834661
[ 0.80135006 -2.995871    1.8045154 ],0.5494572
[ 3.8614173 -3.6820402 -1.7502317],0.01663595
[ 0.71504754  1.7841427  -3.854339  ],0.52253497
[-1.9170243 -1.4673463  1.1788443],0.2673084
[ 1.1996039  -0.00378592 -1.9871877 ],0.5400654
[-0.3130459 -0.5982137 -0.1082921],0.9532498
[-2.5977669 -1.0371581  2.9376624],0.07321812
[ 2.0330696   0.27160254 -2.2189407 ],0.3677535
[ 0.01642784  1.2564923  -2.1550872 ],0.52068645
[-0.28085047 -3.0996332   2.6703517 ],0.14963952
[ 0.9804761  0.5397055 -3.6569488],0.7115052
[-0.8217094   0.28880233 -1.8576639 ],0.63021076
[-1.5222372 -1.9804182  1.665597 ],0.1770173
[ 3.8681703 -2.5978332 -3.4011247],0.009511309
[-1.5728117  1.110948  -0.9402593],0.3876803
[ 0.83598363 -2.4595356  -0.34989336],0.5395862
[ 1.5914893 -1.1122941 -2.3582335],0.21569617
[ 0.14521688 -0.16675963 -2.0745988 ],0.8210839
[ 0.5149609  -0.16515025 -0.45391726],0.82996535
[ 3.4710157 -1.9504652 -2.06802  ],0.030494556
[-0.8787476  2.844636  -2.4531667],0.09023235
[-3.4001336 -2.6597717  6.601593 ],0.0005045462
[ 1.7149289 -1.7514052 -0.9355003],0.24428718
[-2.2853866  2.7329636 -1.0681126],0.08994712
[-2.2608716 -2.230249   4.1435556],0.013511571
[ 1.6399188 -1.3733834 -2.0690095],0.19060968
[ 1.3775368  -0.22774747 -2.880524  ],0.40300506
[-0.81264484 -2.9788373   2.5851986 ],0.10974532
[ 3.5610065  -0.52834785 -3.969863  ],0.05672806
[ 1.6194378   0.73395956 -3.6014824 ],0.57806236
[-2.4613273 -2.3297465  3.8052084],0.016090322
[ 3.3186011  -4.6035395   0.34197623],0.13813539
[ 0.5972082  2.1378012 -3.9122546],0.3950451
[-0.81877196 -0.95440626 -0.23624773],0.8683772
[ 3.6023824  -4.342708   -0.07327238],0.078739956
[-0.923297    0.602399   -0.15952174],0.76483005
[ 2.0345278 -5.8531594  3.6195102],0.37786728
[ 0.71448195 -1.4502666  -1.8942434 ],0.37475252
[-1.7503166   0.10446686  1.6974726 ],0.43330565
[-1.4844677 -2.0678651  2.4233046],0.095554
[ 2.4424443  0.108832  -2.4009855],0.24544546
[-0.8009754  1.738737  -0.688447 ],0.34137487
[-2.0679426  1.2675123  1.3690842],0.8232925
[-0.170849    0.42311975 -0.9961232 ],0.8115989
[-1.060093   1.7985425 -1.425756 ],0.233651
[ 0.15402701 -2.2910259   1.8100322 ],0.39542475
[ 0.42176846 -0.8153205  -1.4410539 ],0.6263035
[-1.1413331  1.6921616 -2.7915   ],0.18328336
[-0.9059932  -0.06342498 -0.84226936],0.8200572
[ 1.6132853  -3.3460789  -0.19419394],0.3436404
[ 0.86618495 -1.0982007  -1.3775157 ],0.44274926
[-1.5453732 -1.7900941  1.5816993],0.19740477
[ 1.5652994  -0.64431083 -2.5062635 ],0.28514373
[-1.465522   1.5105544 -1.9791044],0.20541449
[-2.2998023 -0.817536   2.5273185],0.12503178
[ 2.8317263  0.1902473 -3.5884187],0.18328483
[ 0.3837907  -0.21346302 -1.1175545 ],0.8042301
[-3.2259173 -1.9190108  5.1063976],0.0049916203
[ 4.02625   -3.207416  -1.9678432],0.013178982
[ 0.28624463  0.9925351  -3.4690113 ],0.6387802
[-0.44273156 -1.9454815   1.7280879 ],0.3067271
[ 2.0468283 -1.3986256 -1.7757478],0.14783752
[-0.38253668  0.51906633 -1.3740216 ],0.7009872
[-1.7251064 -4.119372   5.5396724],0.003388825
[ 3.7609262 -3.8565614 -1.2155665],0.02737561
[-1.3174571  1.8387213 -2.3869576],0.15676855
[-0.22761294 -0.17763905 -0.28777397],0.99119353
[ 0.3518759  -0.31144416 -1.5054601 ],0.7607765
[-1.7304564  0.5437969  0.6767515],0.8531793
[-1.4730712 -2.7244616  3.6780286],0.027957436
[ 2.6505659 -0.5780343 -3.333505 ],0.1202193
[-0.5480005  1.5487763 -2.5093887],0.30571607
[-1.9791727 -3.921003   5.1754417],0.0039664377
[ 1.9547706 -1.5807586 -0.6577311],0.2456484
[ 0.70384693  1.2717245  -3.0160449 ],0.6809323
[-1.1353295 -1.5387359  2.7068164],0.10633382
[ 1.6161325 -1.1721458 -2.0318723],0.21813573
[ 0.12309197 -0.62008095 -1.2603799 ],0.78134894
[-0.2533161 -3.198975   2.65835  ],0.15330108
[ 1.9584298 -0.7223244 -3.765315 ],0.18274257
[ 0.12819871 -0.00867546 -2.8815293 ],0.82746696
[-0.77759063 -3.1513493   1.9127907 ],0.18940094
[ 0.46643668 -0.56112206 -1.2028083 ],0.69160056
[-1.0242814  1.8704641 -1.431976 ],0.22479667
[-1.1235751  1.1625488 -0.5819008],0.47932526
[ 3.0949793 -1.38429   -3.0474215],0.046835955
[-0.94794863  2.4946704  -3.107906  ],0.10584813
[-3.3576078 -2.0602746  4.682335 ],0.0065334844
[-0.01985465 -0.6754619  -0.5681437 ],0.8792038
[-0.7617914   0.49537483 -1.0303154 ],0.65588117
[-0.59650016 -1.7114434   1.5081458 ],0.34118646
[ 0.02510348 -1.758011   -0.4724381 ],0.8055472
[-2.663721    0.01145448  0.5378186 ],0.72050834
[-2.1167765 -3.913912   4.6944623],0.005618258
[ 3.5689597  -0.87993884 -2.8944142 ],0.045931652
[-0.712891   2.8485699 -2.6134946],0.09873695
[-2.7538495  -0.22654311  1.9602736 ],0.27289456
[ 1.536364   -0.40162894 -2.1339197 ],0.35014498
[-1.0961921  2.4259284 -1.8839146],0.12435967
[-1.2293152 -2.0738292  2.5093715],0.10270169
[ 2.1224496 -2.0069416 -2.1881306],0.09011954
[ 0.53391474  0.02509793 -2.4451256 ],0.7338592
[-2.2361665 -5.4780536  7.5801086],5.385681e-05
[-0.15881169  0.69847345 -1.2786099 ],0.7047528
[-1.632703    1.1677574  -0.05851363],0.5552087
[-2.590422 -2.06544   4.056598],0.014148105
[ 2.5295928  -0.50409484 -3.3516269 ],0.13988508
[-0.6019922  3.4580827 -4.204317 ],0.057846576
[ 0.9361399 -6.691507   6.237651 ],0.01893124
[ 1.7238212  -0.24812216 -2.326859  ],0.3297242
[-1.2981513  1.9323108 -2.4009123],0.14676522
[-2.1947362 -0.9198755  2.675644 ],0.10551834
[ 0.05238975  0.6965828  -2.4584181 ],0.6904795
[ 0.00536023  2.1624796  -3.833878  ],0.2628495
[-1.6961402 -3.291761   4.7313976],0.00829557
[ 2.0428064 -2.1116476 -0.4709462],0.23434144
[-0.10077411 -0.9779192   0.2849397 ],0.86918944
[ 0.25064185 -5.8493996   6.1339574 ],0.011243874
[ 0.16167699 -2.315341   -0.20620763],0.79347503
[ 0.173679    0.17453393 -0.9201104 ],0.9573266
[-0.50863284 -2.9451947   2.6482332 ],0.13033134
[ 1.4634093  -0.07389793 -0.8272234 ],0.521223
[-1.7590301   0.09744667  1.2548707 ],0.5604428
[-2.2254004 -4.3743534  6.422273 ],0.0007825867
[ 2.8697462 -2.084078  -3.177085 ],0.034375124
[-1.6046357  2.0430462 -2.9073055],0.10055326
[-1.6519837 -3.6738656  2.739549 ],0.048222903
[ 0.45656145  1.6195214  -2.4769175 ],0.51869106
[-0.56318706  0.4692072  -0.57437855],0.7512677
[-0.97190964  1.0093787  -0.97460645],0.467563
[ 3.113747  -3.530529  -1.5664629],0.037798513
[ 0.86554617  0.02804986 -3.2173626 ],0.6087868
[-2.0087264  -0.89180326  1.6668472 ],0.24622156
[ 1.7863762  -1.8439965  -0.86789984],0.23554733
[-1.571994   1.1683942 -0.2545989],0.51184714
[-1.7048345 -2.2593002  3.3033412],0.037705213
[ 1.2877349  0.54387   -2.995968 ],0.6311551
[ 2.1002417   0.26900104 -4.1602383 ],0.32653722
[-2.8107672 -1.5861392  3.0243688],0.04509526
[ 1.8672893 -2.3744383 -1.0430479],0.18125612
[-1.0217414  1.7352586 -2.5057032],0.19920218
[-2.6874547   0.36587384  1.431798  ],0.5444418
[ 1.0602514 -0.9982517 -1.1855909],0.42648914
[-1.188411   1.6862242 -1.4785519],0.23581548
[-3.3127205 -1.3054098  4.982726 ],0.008905628
[ 1.5009526 -1.0832639 -1.601849 ],0.27482677
[ 0.89364564 -0.4057681  -1.055132  ],0.60432726
[-0.5957272   0.50931257 -1.1854225 ],0.6717998
[ 2.121884   -2.4186213   0.91123724],0.49650732
[-0.3677084   0.35245517  0.03445197],0.9200541
[-1.9920624 -3.277727   5.906406 ],0.0021183495
[ 1.8458785 -2.1762252 -1.0902538],0.18578531
[-0.7720791  0.9829744 -1.7161185],0.44243765
[ 2.1045906e-03 -5.1722507e+00  4.4078679e+00],0.04186236
[ 2.9018536 -3.4955437 -0.9097161],0.07507411
[-1.1083753  0.7884097 -1.1403462],0.48817486
[-2.351487  -1.7592002  3.2152045],0.038395114
[ 1.1825666  -2.2324128   0.10416512],0.5627879
[ 0.68043065  1.0535059  -3.3435698 ],0.73351294
[-2.392625  -3.5549624  5.504879 ],0.0021831775
[ 2.640474  -1.2677505 -1.8808029],0.09473372
[-0.02363061  1.3488946  -2.406211  ],0.47418186
[-0.0602222 -2.6579862  2.0862286],0.27957916
[ 1.1955978 -1.3462324 -0.8080617],0.40794134
[-0.257608  -0.4733955 -0.403402 ],0.972927
[-0.9395333  -0.91255593  0.8842468 ],0.5177096
[ 0.33938393  0.57159245 -2.2687528 ],0.81046164
[-2.3110611  3.3766851 -2.211751 ],0.026513364
